Injected_Bus,Injected_Phase,Penetration_Scenario,Affected_Bus,Affected_Phase,Active_Sensitivity,Reactive_Sensitivity,V0,V_PF,V_TJSM,Error_Percent_V_TJSM
20,1,1.0,35,2,-0.5446,1.0839,0.9937,0.9937,0.9937,-1.0
20,1,1.0,36,0,-0.6859,-0.7223,0.9928,0.9928,0.9928,-1.0
20,1,1.0,36,1,5.3459,10.8621,1.0223,1.0223,1.0223,-1.0
20,1,1.0,36,2,-0.2429,0.8982,0.9662,0.9662,0.9662,-1.0
20,1,2.0,1,0,-0.0588,-0.0114,1.0396,1.0396,1.0396,-1.0
20,1,2.0,1,1,3.0025,9.4967,1.0475,1.0475,1.0475,-1.0
20,1,2.0,1,2,0.029,0.0657,1.0111,1.0111,1.0111,-1.0
20,1,2.0,2,0,-0.3271,-0.3178,1.0319,1.0319,1.0319,-1.0
20,1,2.0,2,1,4.0398,10.1707,1.0436,1.0436,1.0436,-1.0
20,1,2.0,2,2,-0.084,0.4237,1.002,1.002,1.002,-1.0
20,1,2.0,3,0,-0.6807,-0.724,1.0222,1.0222,1.0222,-1.0
20,1,2.0,3,1,5.4392,11.0425,1.0428,1.0428,1.0428,-1.0
20,1,2.0,3,2,-0.2583,0.9167,0.9948,0.9948,0.9948,-1.0
20,1,2.0,4,0,-0.3585,-0.3288,1.0307,1.0307,1.0307,-1.0
20,1,2.0,4,1,4.0769,10.255,1.0368,1.0368,1.0368,-1.0
20,1,2.0,4,2,-0.066,0.403,0.9993,0.9993,0.9993,-1.0
20,1,2.0,5,0,-0.3322,-0.319,1.0321,1.0321,1.0321,-1.0
20,1,2.0,5,1,4.0514,10.1888,1.0419,1.0419,1.0419,-1.0
20,1,2.0,5,2,-0.0815,0.4204,1.0003,1.0003,1.0003,-1.0
20,1,2.0,6,0,-0.3874,-0.3382,1.0326,1.0326,1.0326,-1.0
20,1,2.0,6,1,4.1183,10.3332,1.0295,1.0295,1.0295,-1.0
20,1,2.0,6,2,-0.0496,0.3825,0.9974,0.9974,0.9974,-1.0
20,1,2.0,7,0,-0.4108,-0.3437,1.0338,1.0338,1.0338,-1.0
20,1,2.0,7,1,4.1577,10.4253,1.0206,1.0206,1.0206,-1.0
20,1,2.0,7,2,-0.0384,0.3641,0.9975,0.9975,0.9975,-1.0
20,1,2.0,8,0,-0.7035,-0.7414,1.0091,1.0091,1.0091,-1.0
20,1,2.0,8,1,5.4535,11.0905,1.0442,1.0442,1.0442,-1.0
20,1,2.0,8,2,-0.2454,0.9192,0.983,0.983,0.983,-1.0
20,1,2.0,9,0,-0.6999,-0.737,1.0131,1.0131,1.0131,-1.0
20,1,2.0,9,1,5.4549,11.0838,1.0431,1.0431,1.0431,-1.0
20,1,2.0,9,2,-0.2479,0.9166,0.9859,0.9859,0.9859,-1.0
20,1,2.0,10,0,-0.7159,-0.7526,1.0005,1.0005,1.0005,-1.0
20,1,2.0,10,1,5.4642,11.119,1.0454,1.0454,1.0454,-1.0
20,1,2.0,10,2,-0.2384,0.9242,0.9737,0.9737,0.9737,-1.0
20,1,2.0,11,0,-0.7157,-0.7597,0.992,0.992,0.992,-1.0
20,1,2.0,11,1,5.4431,11.1109,1.0493,1.0493,1.0493,-1.0
20,1,2.0,11,2,-0.2365,0.9333,0.9705,0.9705,0.9705,-1.0
20,1,2.0,12,0,-0.332,-0.3191,1.0323,1.0323,1.0323,-1.0
20,1,2.0,12,1,4.0539,10.188,1.0421,1.0421,1.0421,-1.0
20,1,2.0,12,2,-0.0816,0.421,0.9991,0.9991,0.9991,-1.0
20,1,2.0,13,0,-0.3398,-0.3223,1.0315,1.0315,1.0315,-1.0
20,1,2.0,13,1,4.0569,10.2045,1.0409,1.0409,1.0409,-1.0
20,1,2.0,13,2,-0.0767,0.4155,1.0002,1.0002,1.0002,-1.0
20,1,2.0,14,0,-0.359,-0.329,1.0302,1.0302,1.0302,-1.0
20,1,2.0,14,1,4.0763,10.2563,1.0367,1.0367,1.0367,-1.0
20,1,2.0,14,2,-0.0658,0.4028,0.9994,0.9994,0.9994,-1.0
20,1,2.0,15,0,-0.3599,-0.3299,1.0276,1.0276,1.0276,-1.0
20,1,2.0,15,1,4.0709,10.258,1.0371,1.0371,1.0371,-1.0
20,1,2.0,15,2,-0.0654,0.403,0.9997,0.9997,0.9997,-1.0
20,1,2.0,16,0,-0.3838,-0.3371,1.0324,1.0324,1.0324,-1.0
20,1,2.0,16,1,4.1144,10.3234,1.0305,1.0305,1.0305,-1.0
20,1,2.0,16,2,-0.0516,0.3852,0.9972,0.9972,0.9972,-1.0
20,1,2.0,17,0,-0.4135,-0.3444,1.034,1.034,1.034,-1.0
20,1,2.0,17,1,4.1622,10.4355,1.0196,1.0196,1.0196,-1.0
20,1,2.0,17,2,-0.037,0.362,0.9975,0.9975,0.9975,-1.0
20,1,2.0,18,0,-0.416,-0.345,1.0341,1.0341,1.0341,-1.0
20,1,2.0,18,1,4.1656,10.445,1.0187,1.0187,1.0187,-1.0
20,1,2.0,18,2,-0.0358,0.36,0.9978,0.9978,0.9978,-1.0
20,1,2.0,19,0,-0.3893,-0.3387,1.0327,1.0327,1.0327,-1.0
20,1,2.0,19,1,4.1211,10.3402,1.0288,1.0288,1.0288,-1.0
20,1,2.0,19,2,-0.0487,0.381,0.9975,0.9975,0.9975,-1.0
20,1,2.0,20,0,-0.6944,-1.0599,1.0206,1.0206,1.0206,-1.0
20,1,2.0,20,1,6.6376,11.4693,1.0426,1.0426,1.0426,-1.0
20,1,2.0,20,2,-0.5461,1.0847,0.9938,0.9938,0.9938,-1.0
20,1,2.0,21,0,-0.699,-1.0622,1.0189,1.0189,1.0189,-1.0
20,1,2.0,21,1,6.6399,11.4815,1.0421,1.0421,1.0421,-1.0
20,1,2.0,21,2,-0.5441,1.0831,0.9933,0.9933,0.9933,-1.0
20,1,2.0,22,0,-0.6977,-1.0623,1.0186,1.0186,1.0186,-1.0
20,1,2.0,22,1,6.6352,11.4771,1.0426,1.0426,1.0426,-1.0
20,1,2.0,22,2,-0.5443,1.084,0.9938,0.9938,0.9938,-1.0
20,1,2.0,23,0,-0.6948,-0.7338,1.0154,1.0154,1.0154,-1.0
20,1,2.0,23,1,5.4525,11.0727,1.0432,1.0432,1.0432,-1.0
20,1,2.0,23,2,-0.2506,0.9171,0.9876,0.9876,0.9876,-1.0
20,1,2.0,24,0,-0.7082,-0.7383,1.0134,1.0134,1.0134,-1.0
20,1,2.0,24,1,5.4651,11.1044,1.0412,1.0412,1.0412,-1.0
20,1,2.0,24,2,-0.2442,0.9102,0.9863,0.9863,0.9863,-1.0
20,1,2.0,25,0,-0.7032,-0.7415,1.0092,1.0092,1.0092,-1.0
20,1,2.0,25,1,5.4553,11.0896,1.0443,1.0443,1.0443,-1.0
20,1,2.0,25,2,-0.2456,0.92,0.9822,0.9822,0.9822,-1.0
20,1,2.0,26,0,-0.7074,-0.7457,1.0051,1.0051,1.0051,-1.0
20,1,2.0,26,1,5.4506,11.098,1.0451,1.0451,1.0451,-1.0
20,1,2.0,26,2,-0.2429,0.9213,0.9807,0.9807,0.9807,-1.0
20,1,2.0,27,0,-0.7128,-0.7518,1.0,1.0,1.0,-1.0
20,1,2.0,27,1,5.4516,11.1083,1.0463,1.0463,1.0463,-1.0
20,1,2.0,27,2,-0.2394,0.9248,0.9762,0.9762,0.9762,-1.0
20,1,2.0,28,0,-0.7155,-0.7527,1.0006,1.0006,1.0006,-1.0
20,1,2.0,28,1,5.4665,11.1178,1.0455,1.0455,1.0455,-1.0
20,1,2.0,28,2,-0.2387,0.9253,0.9726,0.9726,0.9726,-1.0
20,1,2.0,29,0,-0.7257,-0.7536,1.0009,1.0009,1.0009,-1.0
20,1,2.0,29,1,5.4808,11.1527,1.0423,1.0423,1.0423,-1.0
20,1,2.0,29,2,-0.2345,0.9164,0.9741,0.9741,0.9741,-1.0
20,1,2.0,30,0,-0.7162,-0.7576,0.9935,0.9935,0.9935,-1.0
20,1,2.0,30,1,5.4382,11.1139,1.0481,1.0481,1.0481,-1.0
20,1,2.0,30,2,-0.2366,0.929,0.9743,0.9743,0.9743,-1.0
20,1,2.0,31,0,-0.7167,-0.7594,0.9918,0.9918,0.9918,-1.0
20,1,2.0,31,1,5.4373,11.1139,1.0489,1.0489,1.0489,-1.0
20,1,2.0,31,2,-0.236,0.9313,0.9726,0.9726,0.9726,-1.0
20,1,2.0,32,0,-0.7154,-0.7599,0.9921,0.9921,0.9921,-1.0
20,1,2.0,32,1,5.4453,11.1097,1.0494,1.0494,1.0494,-1.0
20,1,2.0,32,2,-0.2368,0.9343,0.9694,0.9694,0.9694,-1.0
20,1,2.0,33,0,-0.7154,-0.7598,0.9921,0.9921,0.9921,-1.0
20,1,2.0,33,1,5.445,11.1099,1.0494,1.0494,1.0494,-1.0
20,1,2.0,33,2,-0.2367,0.9339,0.9698,0.9698,0.9698,-1.0
20,1,2.0,34,0,-0.3365,-0.3199,1.0322,1.0322,1.0322,-1.0
20,1,2.0,34,1,4.0572,10.2044,1.0403,1.0403,1.0403,-1.0
20,1,2.0,34,2,-0.0794,0.4172,1.0006,1.0006,1.0006,-1.0
20,1,2.0,35,0,-0.6972,-1.0616,1.0193,1.0193,1.0193,-1.0
20,1,2.0,35,1,6.6369,11.4761,1.0425,1.0425,1.0425,-1.0
20,1,2.0,35,2,-0.5446,1.0839,0.9937,0.9937,0.9937,-1.0
20,1,2.0,36,0,-0.6859,-0.7223,0.9928,0.9928,0.9928,-1.0
20,1,2.0,36,1,5.3459,10.8621,1.0223,1.0223,1.0223,-1.0
20,1,2.0,36,2,-0.2429,0.8982,0.9662,0.9662,0.9662,-1.0
20,2,0.5,1,0,0.0393,0.0441,1.0396,1.0396,1.0396,4.2132e-06
20,2,0.5,1,1,-0.0341,-0.006,1.0475,1.0475,1.0475,-1.4392e-06
20,2,0.5,1,2,3.8289,10.305,1.0111,1.0131,1.0131,0.0006933991
20,2,0.5,2,0,0.0634,0.3832,1.0319,1.0319,1.0319,2.58931e-05
20,2,0.5,2,1,-0.3401,-0.3285,1.0436,1.0435,1.0435,-3.11527e-05
20,2,0.5,2,2,5.016,11.145,1.002,1.0043,1.0043,0.0007959976
20,2,0.5,3,0,0.0787,0.8465,1.0222,1.0223,1.0223,5.3939e-05
20,2,0.5,3,1,-0.7447,-0.7547,1.0428,1.0425,1.0425,-6.96526e-05
20,2,0.5,3,2,6.6347,12.2395,0.9948,0.9974,0.9974,0.0009286921
20,2,0.5,4,0,0.0775,0.3748,1.0307,1.0307,1.0307,2.64506e-05
20,2,0.5,4,1,-0.363,-0.3396,1.0368,1.0367,1.0367,-3.3941e-05
20,2,0.5,4,2,5.023,11.2051,0.9993,1.0015,1.0015,0.0008040273
20,2,0.5,5,0,0.067,0.3798,1.0321,1.0322,1.0322,2.59679e-05
20,2,0.5,5,1,-0.3469,-0.331,1.0419,1.0418,1.0418,-3.19258e-05
20,2,0.5,5,2,5.0225,11.1692,1.0003,1.0025,1.0026,0.000799861
20,2,0.5,6,0,0.0875,0.3683,1.0326,1.0327,1.0327,2.67297e-05
20,2,0.5,6,1,-0.3799,-0.3478,1.0295,1.0294,1.0294,-3.60741e-05
20,2,0.5,6,2,5.0146,11.2498,0.9974,0.9996,0.9996,0.0008090302
20,2,0.5,7,0,0.0909,0.3665,1.0338,1.0339,1.0339,2.67647e-05
20,2,0.5,7,1,-0.3869,-0.3521,1.0206,1.0205,1.0205,-3.70984e-05
20,2,0.5,7,2,5.0016,11.268,0.9975,0.9997,0.9997,0.0008098141
20,2,0.5,8,0,0.1189,0.8162,1.0091,1.0093,1.0093,5.5898e-05
20,2,0.5,8,1,-0.8179,-0.7827,1.0442,1.0439,1.0439,-7.81547e-05
20,2,0.5,8,2,6.7715,12.4281,0.983,0.9857,0.9857,0.0009675349
20,2,0.5,9,0,0.1092,0.8233,1.0131,1.0132,1.0132,5.53328e-05
20,2,0.5,9,1,-0.8004,-0.776,1.0431,1.0429,1.0429,-7.61193e-05
20,2,0.5,9,2,6.7339,12.3827,0.9859,0.9886,0.9886,0.0009576453
20,2,0.5,10,0,0.1461,0.7929,1.0005,1.0006,1.0006,5.70921e-05
20,2,0.5,10,1,-0.8703,-0.8015,1.0454,1.0452,1.0452,-8.41862e-05
20,2,0.5,10,2,6.8759,12.5734,0.9737,0.9764,0.9764,0.0009984093
20,2,0.5,11,0,0.1595,0.7849,0.992,0.9921,0.9921,5.81539e-05
20,2,0.5,11,1,-0.8924,-0.8106,1.0493,1.049,1.049,-8.67104e-05
20,2,0.5,11,2,6.9366,12.6235,0.9705,0.9732,0.9733,0.0010111301
20,2,0.5,12,0,0.0689,0.3777,1.0323,1.0323,1.0323,2.60109e-05
20,2,0.5,12,1,-0.3507,-0.3321,1.0421,1.042,1.0419,-3.23216e-05
20,2,0.5,12,2,5.0287,11.1831,0.9991,1.0013,1.0013,0.0008024206
20,2,0.5,13,0,0.0709,0.3783,1.0315,1.0315,1.0315,2.61822e-05
20,2,0.5,13,1,-0.3524,-0.3341,1.0409,1.0408,1.0408,-3.26099e-05
20,2,0.5,13,2,5.0225,11.1776,1.0002,1.0024,1.0025,0.0008007452
20,2,0.5,14,0,0.0776,0.375,1.0302,1.0302,1.0302,2.64748e-05
20,2,0.5,14,1,-0.363,-0.3397,1.0367,1.0366,1.0366,-3.39447e-05
20,2,0.5,14,2,5.0238,11.2049,0.9994,1.0016,1.0016,0.0008040143
20,2,0.5,15,0,0.0778,0.3759,1.0276,1.0276,1.0276,2.66084e-05
20,2,0.5,15,1,-0.3627,-0.3398,1.0371,1.037,1.037,-3.39309e-05
20,2,0.5,15,2,5.029,11.2036,0.9997,1.0019,1.0019,0.0008040498
20,2,0.5,16,0,0.0873,0.3682,1.0324,1.0325,1.0325,2.6733e-05
20,2,0.5,16,1,-0.3795,-0.3475,1.0305,1.0304,1.0304,-3.60008e-05
20,2,0.5,16,2,5.0177,11.249,0.9972,0.9994,0.9994,0.0008092743
20,2,0.5,17,0,0.0914,0.3663,1.034,1.034,1.034,2.67693e-05
20,2,0.5,17,1,-0.3877,-0.3526,1.0196,1.0195,1.0195,-3.72216e-05
20,2,0.5,17,2,5.0002,11.2703,0.9975,0.9997,0.9997,0.0008099446
20,2,0.5,18,0,0.0913,0.3666,1.0341,1.0341,1.0341,2.67617e-05
20,2,0.5,18,1,-0.3876,-0.3528,1.0187,1.0186,1.0186,-3.72366e-05
20,2,0.5,18,2,4.9974,11.2691,0.9978,1.0,1.0,0.0008094512
20,2,0.5,19,0,0.0877,0.3683,1.0327,1.0328,1.0328,2.67284e-05
20,2,0.5,19,1,-0.3801,-0.348,1.0288,1.0287,1.0287,-3.61222e-05
20,2,0.5,19,2,5.013,11.2502,0.9975,0.9997,0.9997,0.000808895
20,2,0.5,20,0,-0.1707,1.0432,1.0206,1.0207,1.0207,5.61851e-05
20,2,0.5,20,1,-0.7769,-1.1056,1.0426,1.0423,1.0423,-9.06453e-05
20,2,0.5,20,2,7.894,12.7169,0.9938,0.9967,0.9968,0.0010093045
20,2,0.5,21,0,-0.1685,1.0425,1.0189,1.019,1.019,5.6374e-05
20,2,0.5,21,1,-0.781,-1.1077,1.0421,1.0418,1.0418,-9.1227e-05
20,2,0.5,21,2,7.9039,12.7283,0.9933,0.9962,0.9963,0.0010117574
20,2,0.5,22,0,-0.1696,1.044,1.0186,1.0187,1.0187,5.64096e-05
20,2,0.5,22,1,-0.7786,-1.107,1.0426,1.0423,1.0423,-9.09375e-05
20,2,0.5,22,2,7.9015,12.7208,0.9938,0.9967,0.9967,0.0010103805
20,2,0.5,23,0,0.1028,0.8277,1.0154,1.0155,1.0155,5.50118e-05
20,2,0.5,23,1,-0.789,-0.7713,1.0432,1.0429,1.0429,-7.47693e-05
20,2,0.5,23,2,6.7125,12.3533,0.9876,0.9903,0.9903,0.0009516759
20,2,0.5,24,0,0.1103,0.8234,1.0134,1.0136,1.0136,5.53346e-05
20,2,0.5,24,1,-0.8019,-0.7774,1.0412,1.041,1.041,-7.64006e-05
20,2,0.5,24,2,6.7271,12.3855,0.9863,0.989,0.989,0.0009571303
20,2,0.5,25,0,0.1202,0.8144,1.0092,1.0093,1.0093,5.58907e-05
20,2,0.5,25,1,-0.8209,-0.7833,1.0443,1.044,1.044,-7.84645e-05
20,2,0.5,25,2,6.7773,12.4387,0.9822,0.9849,0.9849,0.0009697554
20,2,0.5,26,0,0.1273,0.8106,1.0051,1.0052,1.0052,5.64292e-05
20,2,0.5,26,1,-0.8327,-0.7886,1.0451,1.0448,1.0448,-7.98935e-05
20,2,0.5,26,2,6.8054,12.4667,0.9807,0.9834,0.9834,0.0009760336
20,2,0.5,27,0,0.1417,0.7991,1.0,1.0001,1.0001,5.71613e-05
20,2,0.5,27,1,-0.8594,-0.7985,1.0463,1.0461,1.0461,-8.29746e-05
20,2,0.5,27,2,6.8595,12.5363,0.9762,0.9789,0.979,0.0009911327
20,2,0.5,28,0,0.1475,0.7905,1.0006,1.0007,1.0007,5.7061e-05
20,2,0.5,28,1,-0.874,-0.8022,1.0455,1.0453,1.0453,-8.4574e-05
20,2,0.5,28,2,6.8834,12.5871,0.9726,0.9753,0.9753,0.0010013279
20,2,0.5,29,0,0.1474,0.7931,1.0009,1.001,1.001,5.71236e-05
20,2,0.5,29,1,-0.8729,-0.8039,1.0423,1.042,1.042,-8.46863e-05
20,2,0.5,29,2,6.8683,12.5767,0.9741,0.9768,0.9769,0.0009977262
20,2,0.5,30,0,0.1501,0.7951,0.9935,0.9937,0.9937,5.78802e-05
20,2,0.5,30,1,-0.8728,-0.8045,1.0481,1.0479,1.0479,-8.45532e-05
20,2,0.5,30,2,6.9014,12.5715,0.9743,0.977,0.977,0.0009997611
20,2,0.5,31,0,0.155,0.7908,0.9918,0.9919,0.9919,5.8113e-05
20,2,0.5,31,1,-0.8821,-0.8077,1.0489,1.0486,1.0486,-8.5602e-05
20,2,0.5,31,2,6.9217,12.5962,0.9726,0.9753,0.9753,0.0010053562
20,2,0.5,32,0,0.161,0.7825,0.9921,0.9923,0.9923,5.81153e-05
20,2,0.5,32,1,-0.8961,-0.8114,1.0494,1.0492,1.0492,-8.70977e-05
20,2,0.5,32,2,6.9442,12.6373,0.9694,0.9722,0.9722,0.0010141006
20,2,0.5,33,0,0.1611,0.783,0.9921,0.9922,0.9922,5.81732e-05
20,2,0.5,33,1,-0.8958,-0.8116,1.0494,1.0492,1.0492,-8.70822e-05
20,2,0.5,33,2,6.9416,12.6325,0.9698,0.9725,0.9726,0.0010130597
20,2,0.5,34,0,0.0673,0.3799,1.0322,1.0322,1.0322,2.59695e-05
20,2,0.5,34,1,-0.3475,-0.3315,1.0403,1.0402,1.0402,-3.20192e-05
20,2,0.5,34,2,5.0193,11.17,1.0006,1.0028,1.0028,0.0007995492
20,2,0.5,35,0,-0.1695,1.0432,1.0193,1.0194,1.0194,5.63332e-05
20,2,0.5,35,1,-0.7789,-1.1069,1.0425,1.0422,1.0422,-9.09514e-05
20,2,0.5,35,2,7.9,12.7216,0.9937,0.9966,0.9966,0.0010104122
20,2,0.5,36,0,0.107,0.8068,0.9928,0.9929,0.9929,5.53316e-05
20,2,0.5,36,1,-0.7844,-0.7605,1.0223,1.0221,1.0221,-7.61607e-05
20,2,0.5,36,2,6.5992,12.1349,0.9662,0.9689,0.9689,0.0009565103
20,2,1.0,1,0,0.0393,0.0441,1.0396,1.0396,1.0396,1.72018e-05
20,2,1.0,1,1,-0.0341,-0.006,1.0475,1.0475,1.0475,-5.7546e-06
20,2,1.0,1,2,3.8289,10.305,1.0111,1.015,1.015,0.0027959966
20,2,1.0,2,0,0.0634,0.3832,1.0319,1.032,1.032,0.0001043287
20,2,1.0,2,1,-0.3401,-0.3285,1.0436,1.0434,1.0434,-0.000125125
20,2,1.0,2,2,5.016,11.145,1.002,1.0065,1.0065,0.0032068538
20,2,1.0,3,0,0.0787,0.8465,1.0222,1.0224,1.0224,0.00021703
20,2,1.0,3,1,-0.7447,-0.7547,1.0428,1.0423,1.0423,-0.0002798935
20,2,1.0,3,2,6.6347,12.2395,0.9948,1.0,1.0001,0.0037376953
20,2,1.0,4,0,0.0775,0.3748,1.0307,1.0308,1.0308,0.0001067539
20,2,1.0,4,1,-0.363,-0.3396,1.0368,1.0366,1.0366,-0.0001364061
20,2,1.0,4,2,5.023,11.2051,0.9993,1.0038,1.0038,0.0032391004
20,2,1.0,5,0,0.067,0.3798,1.0321,1.0323,1.0323,0.0001046387
20,2,1.0,5,1,-0.3469,-0.331,1.0419,1.0417,1.0417,-0.0001282506
20,2,1.0,5,2,5.0225,11.1692,1.0003,1.0048,1.0048,0.0032224541
20,2,1.0,6,0,0.0875,0.3683,1.0326,1.0328,1.0328,0.0001079966
20,2,1.0,6,1,-0.3799,-0.3478,1.0295,1.0293,1.0293,-0.0001449761
20,2,1.0,6,2,5.0146,11.2498,0.9974,1.0018,1.0019,0.0032591092
20,2,1.0,7,0,0.0909,0.3665,1.0338,1.034,1.034,0.0001082284
20,2,1.0,7,1,-0.3869,-0.3521,1.0206,1.0204,1.0204,-0.0001491158
20,2,1.0,7,2,5.0016,11.268,0.9975,1.002,1.002,0.0032621075
20,2,1.0,8,0,0.1189,0.8162,1.0091,1.0094,1.0094,0.0002253577
20,2,1.0,8,1,-0.8179,-0.7827,1.0442,1.0437,1.0437,-0.0003152051
20,2,1.0,8,2,6.7715,12.4281,0.983,0.9884,0.9885,0.0038964575
20,2,1.0,9,0,0.1092,0.8233,1.0131,1.0133,1.0133,0.0002230222
20,2,1.0,9,1,-0.8004,-0.776,1.0431,1.0427,1.0427,-0.0003067597
20,2,1.0,9,2,6.7339,12.3827,0.9859,0.9913,0.9913,0.0038560265
20,2,1.0,10,0,0.1461,0.7929,1.0005,1.0007,1.0007,0.0002303322
20,2,1.0,10,1,-0.8703,-0.8015,1.0454,1.0449,1.0449,-0.0003402037
20,2,1.0,10,2,6.8759,12.5734,0.9737,0.9791,0.9791,0.0040226081
20,2,1.0,11,0,0.1595,0.7849,0.992,0.9923,0.9923,0.0002348297
20,2,1.0,11,1,-0.8924,-0.8106,1.0493,1.0488,1.0488,-0.0003508349
20,2,1.0,11,2,6.9366,12.6235,0.9705,0.976,0.976,0.0040746904
20,2,1.0,12,0,0.0689,0.3777,1.0323,1.0324,1.0324,0.000104801
20,2,1.0,12,1,-0.3507,-0.3321,1.0421,1.0419,1.0418,-0.0001298492
20,2,1.0,12,2,5.0287,11.1831,0.9991,1.0035,1.0036,0.0032327955
20,2,1.0,13,0,0.0709,0.3783,1.0315,1.0316,1.0316,0.0001055634
20,2,1.0,13,1,-0.3524,-0.3341,1.0409,1.0407,1.0407,-0.0001310288
20,2,1.0,13,2,5.0225,11.1776,1.0002,1.0047,1.0047,0.0032259788
20,2,1.0,14,0,0.0776,0.375,1.0302,1.0303,1.0303,0.000106854
20,2,1.0,14,1,-0.363,-0.3397,1.0367,1.0365,1.0365,-0.0001364228
20,2,1.0,14,2,5.0238,11.2049,0.9994,1.0038,1.0039,0.0032390431
20,2,1.0,15,0,0.0778,0.3759,1.0276,1.0277,1.0277,0.0001073974
20,2,1.0,15,1,-0.3627,-0.3398,1.0371,1.0369,1.0369,-0.0001363754
20,2,1.0,15,2,5.029,11.2036,0.9997,1.0042,1.0042,0.0032391648
20,2,1.0,16,0,0.0873,0.3682,1.0324,1.0326,1.0326,0.0001079911
20,2,1.0,16,1,-0.3795,-0.3475,1.0305,1.0302,1.0302,-0.0001446924
20,2,1.0,16,2,5.0177,11.249,0.9972,1.0017,1.0017,0.0032601349
20,2,1.0,17,0,0.0914,0.3663,1.034,1.0341,1.0341,0.0001082577
20,2,1.0,17,1,-0.3877,-0.3526,1.0196,1.0194,1.0194,-0.0001496116
20,2,1.0,17,2,5.0002,11.2703,0.9975,1.002,1.002,0.0032626095
20,2,1.0,18,0,0.0913,0.3666,1.0341,1.0342,1.0342,0.0001082398
20,2,1.0,18,1,-0.3876,-0.3528,1.0187,1.0185,1.0185,-0.0001496707
20,2,1.0,18,2,4.9974,11.2691,0.9978,1.0023,1.0023,0.0032605939
20,2,1.0,19,0,0.0877,0.3683,1.0327,1.0328,1.0328,0.0001079999
20,2,1.0,19,1,-0.3801,-0.348,1.0288,1.0286,1.0286,-0.0001451698
20,2,1.0,19,2,5.013,11.2502,0.9975,1.0019,1.002,0.0032585518
20,2,1.0,20,0,-0.1707,1.0432,1.0206,1.0208,1.0208,0.0002259639
20,2,1.0,20,1,-0.7769,-1.1056,1.0426,1.0421,1.0421,-0.0003640513
20,2,1.0,20,2,7.894,12.7169,0.9938,0.9996,0.9997,0.0040591081
20,2,1.0,21,0,-0.1685,1.0425,1.0189,1.0191,1.0191,0.0002267599
20,2,1.0,21,1,-0.781,-1.1077,1.0421,1.0416,1.0416,-0.0003664219
20,2,1.0,21,2,7.9039,12.7283,0.9933,0.9992,0.9992,0.004068969
20,2,1.0,22,0,-0.1696,1.044,1.0186,1.0188,1.0188,0.0002269036
20,2,1.0,22,1,-0.7786,-1.107,1.0426,1.042,1.042,-0.0003652533
20,2,1.0,22,2,7.9015,12.7208,0.9938,0.9996,0.9997,0.0040634161
20,2,1.0,23,0,0.1028,0.8277,1.0154,1.0157,1.0157,0.0002216166
20,2,1.0,23,1,-0.789,-0.7713,1.0432,1.0427,1.0427,-0.0003011275
20,2,1.0,23,2,6.7125,12.3533,0.9876,0.993,0.993,0.0038316083
20,2,1.0,24,0,0.1103,0.8234,1.0134,1.0137,1.0137,0.0002230704
20,2,1.0,24,1,-0.8019,-0.7774,1.0412,1.0408,1.0408,-0.0003078797
20,2,1.0,24,2,6.7271,12.3855,0.9863,0.9916,0.9917,0.0038538813
20,2,1.0,25,0,0.1202,0.8144,1.0092,1.0095,1.0095,0.0002253216
20,2,1.0,25,1,-0.8209,-0.7833,1.0443,1.0438,1.0438,-0.0003164705
20,2,1.0,25,2,6.7773,12.4387,0.9822,0.9876,0.9876,0.0039054691
20,2,1.0,26,0,0.1273,0.8106,1.0051,1.0054,1.0054,0.0002275822
20,2,1.0,26,1,-0.8327,-0.7886,1.0451,1.0446,1.0446,-0.0003224405
20,2,1.0,26,2,6.8054,12.4667,0.9807,0.9861,0.9861,0.0039312044
20,2,1.0,27,0,0.1417,0.7991,1.0,1.0002,1.0002,0.0002306339
20,2,1.0,27,1,-0.8594,-0.7985,1.0463,1.0458,1.0458,-0.0003352343
20,2,1.0,27,2,6.8595,12.5363,0.9762,0.9817,0.9817,0.0039929323
20,2,1.0,28,0,0.1475,0.7905,1.0006,1.0008,1.0008,0.0002301962
20,2,1.0,28,1,-0.874,-0.8022,1.0455,1.045,1.045,-0.0003418004
20,2,1.0,28,2,6.8834,12.5871,0.9726,0.978,0.9781,0.0040345045
20,2,1.0,29,0,0.1474,0.7931,1.0009,1.0011,1.0011,0.0002304742
20,2,1.0,29,1,-0.8729,-0.8039,1.0423,1.0418,1.0418,-0.0003422151
20,2,1.0,29,2,6.8683,12.5767,0.9741,0.9796,0.9796,0.0040198486
20,2,1.0,30,0,0.1501,0.7951,0.9935,0.9938,0.9938,0.0002337594
20,2,1.0,30,1,-0.8728,-0.8045,1.0481,1.0476,1.0476,-0.0003418956
20,2,1.0,30,2,6.9014,12.5715,0.9743,0.9797,0.9798,0.0040281685
20,2,1.0,31,0,0.155,0.7908,0.9918,0.992,0.992,0.0002347348
20,2,1.0,31,1,-0.8821,-0.8077,1.0489,1.0484,1.0484,-0.0003462656
20,2,1.0,31,2,6.9217,12.5962,0.9726,0.978,0.9781,0.0040510433
20,2,1.0,32,0,0.161,0.7825,0.9921,0.9924,0.9924,0.0002346624
20,2,1.0,32,1,-0.8961,-0.8114,1.0494,1.0489,1.0489,-0.000352435
