Injected_Bus,Injected_Phase,Penetration_Scenario,Affected_Bus,Affected_Phase,Active_Sensitivity,Reactive_Sensitivity,V0,V_PF,V_TJSM,Error_Percent_V_TJSM
10,1,0.5,25,1,8.9689,12.7065,1.0443,1.0443,1.0443,-1.0
10,1,0.5,25,2,-1.4638,1.8631,0.9822,0.9822,0.9822,-1.0
10,1,0.5,26,0,-0.9759,-2.6569,1.0051,1.0051,1.0051,-1.0
10,1,0.5,26,1,9.9472,13.1954,1.0451,1.0451,1.0451,-1.0
10,1,0.5,26,2,-1.7942,2.0985,0.9807,0.9807,0.9807,-1.0
10,1,0.5,27,0,-1.0493,-3.373,1.0,1.0,1.0,-1.0
10,1,0.5,27,1,11.6708,14.0437,1.0463,1.0463,1.0463,-1.0
10,1,0.5,27,2,-2.3768,2.5136,0.9762,0.9762,0.9762,-1.0
10,1,0.5,28,0,-1.068,-4.0925,1.0006,1.0006,1.0006,-1.0
10,1,0.5,28,1,14.2835,14.9572,1.0455,1.0455,1.0455,-1.0
10,1,0.5,28,2,-3.0112,2.8826,0.9726,0.9726,0.9726,-1.0
10,1,0.5,29,0,-1.088,-4.089,1.0009,1.0009,1.0009,-1.0
10,1,0.5,29,1,14.3237,15.0067,1.0423,1.0423,1.0423,-1.0
10,1,0.5,29,2,-3.0064,2.8622,0.9741,0.9741,0.9741,-1.0
10,1,0.5,30,0,-1.0503,-3.3958,0.9935,0.9935,0.9935,-1.0
10,1,0.5,30,1,11.649,14.0566,1.0481,1.0481,1.0481,-1.0
10,1,0.5,30,2,-2.3742,2.5304,0.9743,0.9743,0.9743,-1.0
10,1,0.5,31,0,-1.0485,-3.4023,0.9918,0.9918,0.9918,-1.0
10,1,0.5,31,1,11.6466,14.0558,1.0489,1.0489,1.0489,-1.0
10,1,0.5,31,2,-2.3761,2.5383,0.9726,0.9726,0.9726,-1.0
10,1,0.5,32,0,-1.0431,-3.4017,0.9921,0.9921,0.9921,-1.0
10,1,0.5,32,1,11.6573,14.0437,1.0494,1.0494,1.0494,-1.0
10,1,0.5,32,2,-2.3838,2.5466,0.9694,0.9694,0.9694,-1.0
10,1,0.5,33,0,-1.0432,-3.4016,0.9921,0.9921,0.9921,-1.0
10,1,0.5,33,1,11.6569,14.0441,1.0494,1.0494,1.0494,-1.0
10,1,0.5,33,2,-2.3829,2.5456,0.9698,0.9698,0.9698,-1.0
10,1,0.5,34,0,-0.4118,-0.3884,1.0322,1.0322,1.0322,-1.0
10,1,0.5,34,1,4.1142,10.152,1.0403,1.0403,1.0403,-1.0
10,1,0.5,34,2,-0.1085,0.5273,1.0006,1.0006,1.0006,-1.0
10,1,0.5,35,0,-0.7676,-0.8073,1.0193,1.0193,1.0193,-1.0
10,1,0.5,35,1,5.5015,10.9988,1.0425,1.0425,1.0425,-1.0
10,1,0.5,35,2,-0.2949,1.0386,0.9937,0.9937,0.9937,-1.0
10,1,0.5,36,0,-0.8706,-1.7974,0.9928,0.9928,0.9928,-1.0
10,1,0.5,36,1,7.8247,11.9792,1.0223,1.0223,1.0223,-1.0
10,1,0.5,36,2,-1.107,1.5916,0.9662,0.9662,0.9662,-1.0
10,1,1.0,1,0,-0.1293,-0.0714,1.0396,1.0396,1.0396,-1.0
10,1,1.0,1,1,3.0553,9.448,1.0475,1.0475,1.0475,-1.0
10,1,1.0,1,2,0.0071,0.1657,1.0111,1.0111,1.0111,-1.0
10,1,1.0,2,0,-0.4023,-0.3862,1.0319,1.0319,1.0319,-1.0
10,1,1.0,2,1,4.0965,10.1184,1.0436,1.0436,1.0436,-1.0
10,1,1.0,2,2,-0.1131,0.5335,1.002,1.002,1.002,-1.0
10,1,1.0,3,0,-0.762,-0.804,1.0222,1.0222,1.0222,-1.0
10,1,1.0,3,1,5.5008,10.9858,1.0428,1.0428,1.0428,-1.0
10,1,1.0,3,2,-0.2974,1.0394,0.9948,0.9948,0.9948,-1.0
10,1,1.0,4,0,-0.4342,-0.3977,1.0307,1.0307,1.0307,-1.0
10,1,1.0,4,1,4.1343,10.2022,1.0368,1.0368,1.0368,-1.0
10,1,1.0,4,2,-0.0952,0.5138,0.9993,0.9993,0.9993,-1.0
10,1,1.0,5,0,-0.4075,-0.3875,1.0321,1.0321,1.0321,-1.0
10,1,1.0,5,1,4.1082,10.1364,1.0419,1.0419,1.0419,-1.0
10,1,1.0,5,2,-0.1107,0.5306,1.0003,1.0003,1.0003,-1.0
10,1,1.0,6,0,-0.4632,-0.4073,1.0326,1.0326,1.0326,-1.0
10,1,1.0,6,1,4.1763,10.2799,1.0295,1.0295,1.0295,-1.0
10,1,1.0,6,2,-0.0787,0.4939,0.9974,0.9974,0.9974,-1.0
10,1,1.0,7,0,-0.4866,-0.413,1.0338,1.0338,1.0338,-1.0
10,1,1.0,7,1,4.2163,10.3716,1.0206,1.0206,1.0206,-1.0
10,1,1.0,7,2,-0.0674,0.4758,0.9975,0.9975,0.9975,-1.0
10,1,1.0,8,0,-0.9322,-2.2454,1.0091,1.0091,1.0091,-1.0
10,1,1.0,8,1,8.9669,12.7084,1.0442,1.0442,1.0442,-1.0
10,1,1.0,8,2,-1.4625,1.8615,0.983,0.983,0.983,-1.0
10,1,1.0,9,0,-0.8883,-1.8341,1.0131,1.0131,1.0131,-1.0
10,1,1.0,9,1,7.9844,12.2237,1.0431,1.0431,1.0431,-1.0
10,1,1.0,9,2,-1.1296,1.6241,0.9859,0.9859,0.9859,-1.0
10,1,1.0,10,0,-1.0697,-4.0927,1.0005,1.0005,1.0005,-1.0
10,1,1.0,10,1,14.2803,14.9614,1.0454,1.0454,1.0454,-1.0
10,1,1.0,10,2,-3.0079,2.8794,0.9737,0.9737,0.9737,-1.0
10,1,1.0,11,0,-1.0445,-3.4018,0.992,0.992,0.992,-1.0
10,1,1.0,11,1,11.6544,14.047,1.0493,1.0493,1.0493,-1.0
10,1,1.0,11,2,-2.3812,2.5438,0.9705,0.9705,0.9705,-1.0
10,1,1.0,12,0,-0.4074,-0.3875,1.0323,1.0323,1.0323,-1.0
10,1,1.0,12,1,4.1108,10.1356,1.0421,1.0421,1.0421,-1.0
10,1,1.0,12,2,-0.1108,0.5312,0.9991,0.9991,0.9991,-1.0
10,1,1.0,13,0,-0.4153,-0.3909,1.0315,1.0315,1.0315,-1.0
10,1,1.0,13,1,4.1139,10.152,1.0409,1.0409,1.0409,-1.0
10,1,1.0,13,2,-0.1059,0.5258,1.0002,1.0002,1.0002,-1.0
10,1,1.0,14,0,-0.4347,-0.3979,1.0302,1.0302,1.0302,-1.0
10,1,1.0,14,1,4.1337,10.2034,1.0367,1.0367,1.0367,-1.0
10,1,1.0,14,2,-0.095,0.5136,0.9994,0.9994,0.9994,-1.0
10,1,1.0,15,0,-0.4358,-0.3989,1.0276,1.0276,1.0276,-1.0
10,1,1.0,15,1,4.1284,10.2051,1.0371,1.0371,1.0371,-1.0
10,1,1.0,15,2,-0.0946,0.5138,0.9997,0.9997,0.9997,-1.0
10,1,1.0,16,0,-0.4596,-0.4061,1.0324,1.0324,1.0324,-1.0
10,1,1.0,16,1,4.1723,10.2702,1.0305,1.0305,1.0305,-1.0
10,1,1.0,16,2,-0.0808,0.4965,0.9972,0.9972,0.9972,-1.0
10,1,1.0,17,0,-0.4893,-0.4137,1.034,1.034,1.034,-1.0
10,1,1.0,17,1,4.2208,10.3817,1.0196,1.0196,1.0196,-1.0
10,1,1.0,17,2,-0.0661,0.4737,0.9975,0.9975,0.9975,-1.0
10,1,1.0,18,0,-0.4918,-0.4143,1.0341,1.0341,1.0341,-1.0
10,1,1.0,18,1,4.2242,10.3911,1.0187,1.0187,1.0187,-1.0
10,1,1.0,18,2,-0.0649,0.4717,0.9978,0.9978,0.9978,-1.0
10,1,1.0,19,0,-0.4651,-0.4078,1.0327,1.0327,1.0327,-1.0
10,1,1.0,19,1,4.1791,10.2869,1.0288,1.0288,1.0288,-1.0
10,1,1.0,19,2,-0.0778,0.4924,0.9975,0.9975,0.9975,-1.0
10,1,1.0,20,0,-0.7648,-0.8058,1.0206,1.0206,1.0206,-1.0
10,1,1.0,20,1,5.5024,10.9927,1.0426,1.0426,1.0426,-1.0
10,1,1.0,20,2,-0.2964,1.0394,0.9938,0.9938,0.9938,-1.0
10,1,1.0,21,0,-0.7694,-0.8079,1.0189,1.0189,1.0189,-1.0
10,1,1.0,21,1,5.5041,11.004,1.0421,1.0421,1.0421,-1.0
10,1,1.0,21,2,-0.2943,1.038,0.9933,0.9933,0.9933,-1.0
10,1,1.0,22,0,-0.7682,-0.8079,1.0186,1.0186,1.0186,-1.0
10,1,1.0,22,1,5.4999,10.9996,1.0426,1.0426,1.0426,-1.0
10,1,1.0,22,2,-0.2947,1.0387,0.9938,0.9938,0.9938,-1.0
10,1,1.0,23,0,-0.8566,-1.5763,1.0154,1.0154,1.0154,-1.0
10,1,1.0,23,1,7.3655,11.9126,1.0432,1.0432,1.0432,-1.0
10,1,1.0,23,2,-0.922,1.4782,0.9876,0.9876,0.9876,-1.0
10,1,1.0,24,0,-0.8988,-1.8344,1.0134,1.0134,1.0134,-1.0
10,1,1.0,24,1,7.9993,12.2464,1.0412,1.0412,1.0412,-1.0
10,1,1.0,24,2,-1.1264,1.6153,0.9863,0.9863,0.9863,-1.0
10,1,1.0,25,0,-0.9314,-2.2454,1.0092,1.0092,1.0092,-1.0
10,1,1.0,25,1,8.9689,12.7065,1.0443,1.0443,1.0443,-1.0
10,1,1.0,25,2,-1.4638,1.8631,0.9822,0.9822,0.9822,-1.0
10,1,1.0,26,0,-0.9759,-2.6569,1.0051,1.0051,1.0051,-1.0
10,1,1.0,26,1,9.9472,13.1954,1.0451,1.0451,1.0451,-1.0
10,1,1.0,26,2,-1.7942,2.0985,0.9807,0.9807,0.9807,-1.0
10,1,1.0,27,0,-1.0493,-3.373,1.0,1.0,1.0,-1.0
10,1,1.0,27,1,11.6708,14.0437,1.0463,1.0463,1.0463,-1.0
10,1,1.0,27,2,-2.3768,2.5136,0.9762,0.9762,0.9762,-1.0
10,1,1.0,28,0,-1.068,-4.0925,1.0006,1.0006,1.0006,-1.0
10,1,1.0,28,1,14.2835,14.9572,1.0455,1.0455,1.0455,-1.0
10,1,1.0,28,2,-3.0112,2.8826,0.9726,0.9726,0.9726,-1.0
10,1,1.0,29,0,-1.088,-4.089,1.0009,1.0009,1.0009,-1.0
10,1,1.0,29,1,14.3237,15.0067,1.0423,1.0423,1.0423,-1.0
10,1,1.0,29,2,-3.0064,2.8622,0.9741,0.9741,0.9741,-1.0
10,1,1.0,30,0,-1.0503,-3.3958,0.9935,0.9935,0.9935,-1.0
10,1,1.0,30,1,11.649,14.0566,1.0481,1.0481,1.0481,-1.0
10,1,1.0,30,2,-2.3742,2.5304,0.9743,0.9743,0.9743,-1.0
10,1,1.0,31,0,-1.0485,-3.4023,0.9918,0.9918,0.9918,-1.0
10,1,1.0,31,1,11.6466,14.0558,1.0489,1.0489,1.0489,-1.0
10,1,1.0,31,2,-2.3761,2.5383,0.9726,0.9726,0.9726,-1.0
10,1,1.0,32,0,-1.0431,-3.4017,0.9921,0.9921,0.9921,-1.0
10,1,1.0,32,1,11.6573,14.0437,1.0494,1.0494,1.0494,-1.0
10,1,1.0,32,2,-2.3838,2.5466,0.9694,0.9694,0.9694,-1.0
10,1,1.0,33,0,-1.0432,-3.4016,0.9921,0.9921,0.9921,-1.0
10,1,1.0,33,1,11.6569,14.0441,1.0494,1.0494,1.0494,-1.0
10,1,1.0,33,2,-2.3829,2.5456,0.9698,0.9698,0.9698,-1.0
10,1,1.0,34,0,-0.4118,-0.3884,1.0322,1.0322,1.0322,-1.0
10,1,1.0,34,1,4.1142,10.152,1.0403,1.0403,1.0403,-1.0
10,1,1.0,34,2,-0.1085,0.5273,1.0006,1.0006,1.0006,-1.0
10,1,1.0,35,0,-0.7676,-0.8073,1.0193,1.0193,1.0193,-1.0
10,1,1.0,35,1,5.5015,10.9988,1.0425,1.0425,1.0425,-1.0
10,1,1.0,35,2,-0.2949,1.0386,0.9937,0.9937,0.9937,-1.0
10,1,1.0,36,0,-0.8706,-1.7974,0.9928,0.9928,0.9928,-1.0
10,1,1.0,36,1,7.8247,11.9792,1.0223,1.0223,1.0223,-1.0
10,1,1.0,36,2,-1.107,1.5916,0.9662,0.9662,0.9662,-1.0
10,1,2.0,1,0,-0.1293,-0.0714,1.0396,1.0396,1.0396,-1.0
10,1,2.0,1,1,3.0553,9.448,1.0475,1.0475,1.0475,-1.0
10,1,2.0,1,2,0.0071,0.1657,1.0111,1.0111,1.0111,-1.0
10,1,2.0,2,0,-0.4023,-0.3862,1.0319,1.0319,1.0319,-1.0
10,1,2.0,2,1,4.0965,10.1184,1.0436,1.0436,1.0436,-1.0
10,1,2.0,2,2,-0.1131,0.5335,1.002,1.002,1.002,-1.0
10,1,2.0,3,0,-0.762,-0.804,1.0222,1.0222,1.0222,-1.0
10,1,2.0,3,1,5.5008,10.9858,1.0428,1.0428,1.0428,-1.0
10,1,2.0,3,2,-0.2974,1.0394,0.9948,0.9948,0.9948,-1.0
10,1,2.0,4,0,-0.4342,-0.3977,1.0307,1.0307,1.0307,-1.0
10,1,2.0,4,1,4.1343,10.2022,1.0368,1.0368,1.0368,-1.0
10,1,2.0,4,2,-0.0952,0.5138,0.9993,0.9993,0.9993,-1.0
10,1,2.0,5,0,-0.4075,-0.3875,1.0321,1.0321,1.0321,-1.0
10,1,2.0,5,1,4.1082,10.1364,1.0419,1.0419,1.0419,-1.0
10,1,2.0,5,2,-0.1107,0.5306,1.0003,1.0003,1.0003,-1.0
10,1,2.0,6,0,-0.4632,-0.4073,1.0326,1.0326,1.0326,-1.0
10,1,2.0,6,1,4.1763,10.2799,1.0295,1.0295,1.0295,-1.0
10,1,2.0,6,2,-0.0787,0.4939,0.9974,0.9974,0.9974,-1.0
10,1,2.0,7,0,-0.4866,-0.413,1.0338,1.0338,1.0338,-1.0
10,1,2.0,7,1,4.2163,10.3716,1.0206,1.0206,1.0206,-1.0
10,1,2.0,7,2,-0.0674,0.4758,0.9975,0.9975,0.9975,-1.0
10,1,2.0,8,0,-0.9322,-2.2454,1.0091,1.0091,1.0091,-1.0
10,1,2.0,8,1,8.9669,12.7084,1.0442,1.0442,1.0442,-1.0
10,1,2.0,8,2,-1.4625,1.8615,0.983,0.983,0.983,-1.0
10,1,2.0,9,0,-0.8883,-1.8341,1.0131,1.0131,1.0131,-1.0
10,1,2.0,9,1,7.9844,12.2237,1.0431,1.0431,1.0431,-1.0
10,1,2.0,9,2,-1.1296,1.6241,0.9859,0.9859,0.9859,-1.0
10,1,2.0,10,0,-1.0697,-4.0927,1.0005,1.0005,1.0005,-1.0
10,1,2.0,10,1,14.2803,14.9614,1.0454,1.0454,1.0454,-1.0
10,1,2.0,10,2,-3.0079,2.8794,0.9737,0.9737,0.9737,-1.0
10,1,2.0,11,0,-1.0445,-3.4018,0.992,0.992,0.992,-1.0
10,1,2.0,11,1,11.6544,14.047,1.0493,1.0493,1.0493,-1.0
10,1,2.0,11,2,-2.3812,2.5438,0.9705,0.9705,0.9705,-1.0
10,1,2.0,12,0,-0.4074,-0.3875,1.0323,1.0323,1.0323,-1.0
10,1,2.0,12,1,4.1108,10.1356,1.0421,1.0421,1.0421,-1.0
10,1,2.0,12,2,-0.1108,0.5312,0.9991,0.9991,0.9991,-1.0
10,1,2.0,13,0,-0.4153,-0.3909,1.0315,1.0315,1.0315,-1.0
10,1,2.0,13,1,4.1139,10.152,1.0409,1.0409,1.0409,-1.0
10,1,2.0,13,2,-0.1059,0.5258,1.0002,1.0002,1.0002,-1.0
10,1,2.0,14,0,-0.4347,-0.3979,1.0302,1.0302,1.0302,-1.0
10,1,2.0,14,1,4.1337,10.2034,1.0367,1.0367,1.0367,-1.0
10,1,2.0,14,2,-0.095,0.5136,0.9994,0.9994,0.9994,-1.0
10,1,2.0,15,0,-0.4358,-0.3989,1.0276,1.0276,1.0276,-1.0
10,1,2.0,15,1,4.1284,10.2051,1.0371,1.0371,1.0371,-1.0
10,1,2.0,15,2,-0.0946,0.5138,0.9997,0.9997,0.9997,-1.0
10,1,2.0,16,0,-0.4596,-0.4061,1.0324,1.0324,1.0324,-1.0
10,1,2.0,16,1,4.1723,10.2702,1.0305,1.0305,1.0305,-1.0
10,1,2.0,16,2,-0.0808,0.4965,0.9972,0.9972,0.9972,-1.0
10,1,2.0,17,0,-0.4893,-0.4137,1.034,1.034,1.034,-1.0
10,1,2.0,17,1,4.2208,10.3817,1.0196,1.0196,1.0196,-1.0
10,1,2.0,17,2,-0.0661,0.4737,0.9975,0.9975,0.9975,-1.0
10,1,2.0,18,0,-0.4918,-0.4143,1.0341,1.0341,1.0341,-1.0
10,1,2.0,18,1,4.2242,10.3911,1.0187,1.0187,1.0187,-1.0
10,1,2.0,18,2,-0.0649,0.4717,0.9978,0.9978,0.9978,-1.0
10,1,2.0,19,0,-0.4651,-0.4078,1.0327,1.0327,1.0327,-1.0
10,1,2.0,19,1,4.1791,10.2869,1.0288,1.0288,1.0288,-1.0
10,1,2.0,19,2,-0.0778,0.4924,0.9975,0.9975,0.9975,-1.0
10,1,2.0,20,0,-0.7648,-0.8058,1.0206,1.0206,1.0206,-1.0
10,1,2.0,20,1,5.5024,10.9927,1.0426,1.0426,1.0426,-1.0
10,1,2.0,20,2,-0.2964,1.0394,0.9938,0.9938,0.9938,-1.0
10,1,2.0,21,0,-0.7694,-0.8079,1.0189,1.0189,1.0189,-1.0
10,1,2.0,21,1,5.5041,11.004,1.0421,1.0421,1.0421,-1.0
10,1,2.0,21,2,-0.2943,1.038,0.9933,0.9933,0.9933,-1.0
10,1,2.0,22,0,-0.7682,-0.8079,1.0186,1.0186,1.0186,-1.0
10,1,2.0,22,1,5.4999,10.9996,1.0426,1.0426,1.0426,-1.0
10,1,2.0,22,2,-0.2947,1.0387,0.9938,0.9938,0.9938,-1.0
10,1,2.0,23,0,-0.8566,-1.5763,1.0154,1.0154,1.0154,-1.0
10,1,2.0,23,1,7.3655,11.9126,1.0432,1.0432,1.0432,-1.0
10,1,2.0,23,2,-0.922,1.4782,0.9876,0.9876,0.9876,-1.0
10,1,2.0,24,0,-0.8988,-1.8344,1.0134,1.0134,1.0134,-1.0
10,1,2.0,24,1,7.9993,12.2464,1.0412,1.0412,1.0412,-1.0
10,1,2.0,24,2,-1.1264,1.6153,0.9863,0.9863,0.9863,-1.0
10,1,2.0,25,0,-0.9314,-2.2454,1.0092,1.0092,1.0092,-1.0
10,1,2.0,25,1,8.9689,12.7065,1.0443,1.0443,1.0443,-1.0
10,1,2.0,25,2,-1.4638,1.8631,0.9822,0.9822,0.9822,-1.0
10,1,2.0,26,0,-0.9759,-2.6569,1.0051,1.0051,1.0051,-1.0
10,1,2.0,26,1,9.9472,13.1954,1.0451,1.0451,1.0451,-1.0
10,1,2.0,26,2,-1.7942,2.0985,0.9807,0.9807,0.9807,-1.0
10,1,2.0,27,0,-1.0493,-3.373,1.0,1.0,1.0,-1.0
10,1,2.0,27,1,11.6708,14.0437,1.0463,1.0463,1.0463,-1.0
10,1,2.0,27,2,-2.3768,2.5136,0.9762,0.9762,0.9762,-1.0
10,1,2.0,28,0,-1.068,-4.0925,1.0006,1.0006,1.0006,-1.0
10,1,2.0,28,1,14.2835,14.9572,1.0455,1.0455,1.0455,-1.0
10,1,2.0,28,2,-3.0112,2.8826,0.9726,0.9726,0.9726,-1.0
10,1,2.0,29,0,-1.088,-4.089,1.0009,1.0009,1.0009,-1.0
10,1,2.0,29,1,14.3237,15.0067,1.0423,1.0423,1.0423,-1.0
10,1,2.0,29,2,-3.0064,2.8622,0.9741,0.9741,0.9741,-1.0
10,1,2.0,30,0,-1.0503,-3.3958,0.9935,0.9935,0.9935,-1.0
10,1,2.0,30,1,11.649,14.0566,1.0481,1.0481,1.0481,-1.0
10,1,2.0,30,2,-2.3742,2.5304,0.9743,0.9743,0.9743,-1.0
10,1,2.0,31,0,-1.0485,-3.4023,0.9918,0.9918,0.9918,-1.0
10,1,2.0,31,1,11.6466,14.0558,1.0489,1.0489,1.0489,-1.0
10,1,2.0,31,2,-2.3761,2.5383,0.9726,0.9726,0.9726,-1.0
10,1,2.0,32,0,-1.0431,-3.4017,0.9921,0.9921,0.9921,-1.0
10,1,2.0,32,1,11.6573,14.0437,1.0494,1.0494,1.0494,-1.0
10,1,2.0,32,2,-2.3838,2.5466,0.9694,0.9694,0.9694,-1.0
10,1,2.0,33,0,-1.0432,-3.4016,0.9921,0.9921,0.9921,-1.0
10,1,2.0,33,1,11.6569,14.0441,1.0494,1.0494,1.0494,-1.0
10,1,2.0,33,2,-2.3829,2.5456,0.9698,0.9698,0.9698,-1.0
10,1,2.0,34,0,-0.4118,-0.3884,1.0322,1.0322,1.0322,-1.0
10,1,2.0,34,1,4.1142,10.152,1.0403,1.0403,1.0403,-1.0
10,1,2.0,34,2,-0.1085,0.5273,1.0006,1.0006,1.0006,-1.0
10,1,2.0,35,0,-0.7676,-0.8073,1.0193,1.0193,1.0193,-1.0
10,1,2.0,35,1,5.5015,10.9988,1.0425,1.0425,1.0425,-1.0
10,1,2.0,35,2,-0.2949,1.0386,0.9937,0.9937,0.9937,-1.0
10,1,2.0,36,0,-0.8706,-1.7974,0.9928,0.9928,0.9928,-1.0
10,1,2.0,36,1,7.8247,11.9792,1.0223,1.0223,1.0223,-1.0
10,1,2.0,36,2,-1.107,1.5916,0.9662,0.9662,0.9662,-1.0
10,2,0.5,1,0,0.0372,0.1342,1.0396,1.0396,1.0396,-1.0
10,2,0.5,1,1,-0.0553,-0.0206,1.0475,1.0475,1.0475,-1.0
10,2,0.5,1,2,4.161,10.4504,1.0111,1.0111,1.0111,-1.0
10,2,0.5,2,0,0.061,0.4857,1.0319,1.0319,1.0319,-1.0
10,2,0.5,2,1,-0.378,-0.3525,1.0436,1.0436,1.0436,-1.0
10,2,0.5,2,2,5.4097,11.3224,1.002,1.002,1.002,-1.0
10,2,0.5,3,0,0.075,0.9652,1.0222,1.0222,1.0222,-1.0
10,2,0.5,3,1,-0.8045,-0.791,1.0428,1.0428,1.0428,-1.0
10,2,0.5,3,2,7.1114,12.4602,0.9948,0.9948,0.9948,-1.0
10,2,0.5,4,0,0.0753,0.4779,1.0307,1.0307,1.0307,-1.0
10,2,0.5,4,1,-0.4022,-0.3644,1.0368,1.0368,1.0368,-1.0
10,2,0.5,4,2,5.4182,11.3828,0.9993,0.9993,0.9993,-1.0
10,2,0.5,5,0,0.0646,0.4824,1.0321,1.0321,1.0321,-1.0
10,2,0.5,5,1,-0.3852,-0.3552,1.0419,1.0419,1.0419,-1.0
10,2,0.5,5,2,5.4169,11.3468,1.0003,1.0003,1.0003,-1.0
10,2,0.5,6,0,0.0855,0.4717,1.0326,1.0326,1.0326,-1.0
10,2,0.5,6,1,-0.4201,-0.3732,1.0295,1.0295,1.0295,-1.0
10,2,0.5,6,2,5.4103,11.4274,0.9974,0.9974,0.9974,-1.0
10,2,0.5,7,0,0.0888,0.4701,1.0338,1.0338,1.0338,-1.0
10,2,0.5,7,1,-0.4276,-0.3779,1.0206,1.0206,1.0206,-1.0
10,2,0.5,7,2,5.3972,11.4454,0.9975,0.9975,0.9975,-1.0
10,2,0.5,8,0,-0.91,1.8598,1.0091,1.0091,1.0091,-1.0
10,2,0.5,8,1,-1.1287,-2.2968,1.0442,1.0442,1.0442,-1.0
10,2,0.5,8,2,11.025,14.6029,0.983,0.983,0.983,-1.0
10,2,0.5,9,0,-0.626,1.603,1.0131,1.0131,1.0131,-1.0
10,2,0.5,9,1,-1.0409,-1.869,1.0431,1.0431,1.0431,-1.0
10,2,0.5,9,2,9.9083,14.0021,0.9859,0.9859,0.9859,-1.0
10,2,0.5,10,0,-2.2485,2.9841,1.0005,1.0005,1.0005,-1.0
10,2,0.5,10,1,-1.4381,-4.2491,1.0454,1.0454,1.0454,-1.0
10,2,0.5,10,2,16.8786,17.3041,0.9737,0.9737,0.9737,-1.0
10,2,0.5,11,0,-1.6956,2.5445,0.992,0.992,0.992,-1.0
10,2,0.5,11,1,-1.4061,-3.4741,1.0493,1.0493,1.0493,-1.0
10,2,0.5,11,2,14.2193,16.3224,0.9705,0.9705,0.9705,-1.0
10,2,0.5,12,0,0.0666,0.4803,1.0323,1.0323,1.0323,-1.0
10,2,0.5,12,1,-0.3891,-0.3565,1.0421,1.0421,1.0421,-1.0
10,2,0.5,12,2,5.4236,11.3609,0.9991,0.9991,0.9991,-1.0
10,2,0.5,13,0,0.0686,0.4811,1.0315,1.0315,1.0315,-1.0
10,2,0.5,13,1,-0.391,-0.3585,1.0409,1.0409,1.0409,-1.0
10,2,0.5,13,2,5.4171,11.3552,1.0002,1.0002,1.0002,-1.0
10,2,0.5,14,0,0.0754,0.4782,1.0302,1.0302,1.0302,-1.0
10,2,0.5,14,1,-0.4022,-0.3645,1.0367,1.0367,1.0367,-1.0
10,2,0.5,14,2,5.419,11.3826,0.9994,0.9994,0.9994,-1.0
10,2,0.5,15,0,0.0756,0.4794,1.0276,1.0276,1.0276,-1.0
10,2,0.5,15,1,-0.402,-0.3647,1.0371,1.0371,1.0371,-1.0
10,2,0.5,15,2,5.4245,11.3814,0.9997,0.9997,0.9997,-1.0
10,2,0.5,16,0,0.0853,0.4717,1.0324,1.0324,1.0324,-1.0
10,2,0.5,16,1,-0.4197,-0.3729,1.0305,1.0305,1.0305,-1.0
10,2,0.5,16,2,5.4135,11.4267,0.9972,0.9972,0.9972,-1.0
10,2,0.5,17,0,0.0893,0.4699,1.034,1.034,1.034,-1.0
10,2,0.5,17,1,-0.4285,-0.3784,1.0196,1.0196,1.0196,-1.0
10,2,0.5,17,2,5.3958,11.4476,0.9975,0.9975,0.9975,-1.0
10,2,0.5,18,0,0.0892,0.4702,1.0341,1.0341,1.0341,-1.0
10,2,0.5,18,1,-0.4284,-0.3786,1.0187,1.0187,1.0187,-1.0
10,2,0.5,18,2,5.3929,11.4463,0.9978,0.9978,0.9978,-1.0
10,2,0.5,19,0,0.0856,0.4717,1.0327,1.0327,1.0327,-1.0
10,2,0.5,19,1,-0.4203,-0.3735,1.0288,1.0288,1.0288,-1.0
10,2,0.5,19,2,5.4087,11.4278,0.9975,0.9975,0.9975,-1.0
10,2,0.5,20,0,0.0774,0.9643,1.0206,1.0206,1.0206,-1.0
10,2,0.5,20,1,-0.809,-0.7929,1.0426,1.0426,1.0426,-1.0
10,2,0.5,20,2,7.1228,12.4749,0.9938,0.9938,0.9938,-1.0
10,2,0.5,21,0,0.08,0.9638,1.0189,1.0189,1.0189,-1.0
10,2,0.5,21,1,-0.8134,-0.7952,1.0421,1.0421,1.0421,-1.0
10,2,0.5,21,2,7.1321,12.4864,0.9933,0.9933,0.9933,-1.0
10,2,0.5,22,0,0.0789,0.9651,1.0186,1.0186,1.0186,-1.0
10,2,0.5,22,1,-0.811,-0.7945,1.0426,1.0426,1.0426,-1.0
10,2,0.5,22,2,7.13,12.4793,0.9938,0.9938,0.9938,-1.0
10,2,0.5,23,0,-0.4488,1.442,1.0154,1.0154,1.0154,-1.0
10,2,0.5,23,1,-0.9847,-1.5997,1.0432,1.0432,1.0432,-1.0
10,2,0.5,23,2,9.2135,13.6247,0.9876,0.9876,0.9876,-1.0
10,2,0.5,24,0,-0.6238,1.6038,1.0134,1.0134,1.0134,-1.0
10,2,0.5,24,1,-1.0428,-1.8725,1.0412,1.0412,1.0412,-1.0
10,2,0.5,24,2,9.8999,14.0068,0.9863,0.9863,0.9863,-1.0
10,2,0.5,25,0,-0.9089,1.857,1.0092,1.0092,1.0092,-1.0
10,2,0.5,25,1,-1.1329,-2.297,1.0443,1.0443,1.0443,-1.0
10,2,0.5,25,2,11.0344,14.6153,0.9822,0.9822,0.9822,-1.0
