3.5305, 0.0961
3.3438, 0.0590
3.3765, 0.0611
2.9366, 0.0670
2.8792, 0.0607
2.6262, 0.0639
2.8793, 0.0623
2.5189, 0.0588
2.8957, 0.0590
2.5528, 0.0625
2.7400, 0.0655
2.8589, 0.0620
2.6645, 0.0618
2.3797, 0.0651
2.4434, 0.0684
2.4684, 0.0595
2.2124, 0.0624
2.7693, 0.0643
2.3678, 0.0626
2.5073, 0.0627
2.5488, 0.0576
2.4767, 0.0576
2.6738, 0.0599
2.3741, 0.0667
2.2665, 0.0638
2.3001, 0.0586
2.2890, 0.0640
2.2274, 0.0656
2.8715, 0.0673
2.8457, 0.0612
2.9172, 0.0706
2.8288, 0.0768
2.8310, 0.0804
2.5735, 0.0658
2.7268, 0.0615
2.6780, 0.0656
2.6956, 0.0751
2.8728, 0.0688
2.7335, 0.0723
2.5012, 0.0582
2.4900, 0.0594
2.5882, 0.0594
2.5840, 0.0583
2.4790, 0.0678
3.9329, 0.0771
3.1334, 0.0605
2.6884, 0.0608
2.9123, 0.0680
2.8234, 0.0663
2.7486, 0.0623
2.9807, 0.0626
2.9675, 0.0748
3.1204, 0.0630
2.9110, 0.0632
3.0221, 0.0885
3.3485, 0.0778
3.2446, 0.0771
3.1365, 0.0790
4.0160, 0.1547
3.8942, 0.0713
3.1254, 0.0666
3.1324, 0.0738
3.0900, 0.0712
3.3504, 0.0892
2.9042, 0.0761
3.0588, 0.0690
2.5898, 0.0680
2.5837, 0.0674
3.5451, 0.0584
2.6236, 0.0753
3.3166, 0.0741
3.0938, 0.0788
3.0608, 0.0638
2.5542, 0.0696
2.5545, 0.0623
2.3883, 0.0602
2.5572, 0.0721
3.3478, 0.0591
2.5301, 0.0614
2.6705, 0.0627
2.9252, 0.0670
2.4279, 0.0755
4.0631, 0.0765
2.4966, 0.0610
2.7362, 0.0669
4.4178, 0.0755
2.7769, 0.0640
2.4154, 0.0695
2.6073, 0.0605
2.3898, 0.0607
2.8167, 0.0612
2.3805, 0.0589
2.5527, 0.0667
2.5597, 0.0635
2.4035, 0.0603
3.0178, 0.0647
3.5581, 0.0641
2.5167, 0.0648
2.7089, 0.0622
2.4810, 0.0609
3.1045, 0.0629
2.5448, 0.0633
2.7429, 0.0609
3.4306, 0.0596
2.6658, 0.0644
2.6061, 0.0705
3.6547, 0.0738
2.4885, 0.0619
2.5775, 0.0587
2.9270, 0.0597
2.5578, 0.0625
2.6191, 0.0608
2.5164, 0.0673
2.7104, 0.0719
2.5957, 0.0593
2.9344, 0.0730
2.5397, 0.0617
3.0296, 0.0647
3.5085, 0.0681
3.2093, 0.0653
3.9803, 0.1149
3.5956, 0.0654
3.4991, 0.0745
3.0229, 0.0641
2.9827, 0.0687
2.8624, 0.0731
3.0520, 0.0723
2.3340, 0.0622
2.7051, 0.0601
2.5737, 0.0651
2.4191, 0.0648
2.3142, 0.0595
2.6169, 0.0596
2.8931, 0.0685
2.6529, 0.0613
2.3304, 0.0604
2.3204, 0.0678
2.4184, 0.0670
2.4252, 0.0574
2.4975, 0.0596
2.5434, 0.0666
3.4095, 0.0619
2.5158, 0.0617
2.3701, 0.0626
3.1258, 0.0637
2.3253, 0.0784
2.7179, 0.0635
2.5409, 0.0680
2.7966, 0.0646
2.5181, 0.0605
2.8749, 0.0769
3.1486, 0.0649
2.4154, 0.0632
2.2851, 0.0645
2.6325, 0.0593
2.3594, 0.0591
2.5531, 0.0605
2.5106, 0.0846
3.2536, 0.0611
2.8040, 0.0597
2.5822, 0.0687
2.6862, 0.0693
2.6946, 0.0671
3.2113, 0.0741
2.5551, 0.0662
2.5142, 0.0610
2.8803, 0.0683
2.5789, 0.0616
2.6585, 0.0658
2.3384, 0.0723
2.3738, 0.0673
2.3867, 0.0648
2.4743, 0.0649
2.3103, 0.0588
2.5934, 0.0906
2.4649, 0.0752
2.4159, 0.0713
2.5541, 0.0602
2.8619, 0.0644
2.7888, 0.0585
2.7348, 0.0612
2.2815, 0.0585
2.2523, 0.0584
2.9029, 0.0568
2.1187, 0.0575
2.3324, 0.0592
2.1588, 0.0780
2.4962, 0.0574
2.0430, 0.0581
2.7796, 0.0608
2.3256, 0.0586
2.0559, 0.0579
2.2400, 0.0615
2.9989, 0.0594
2.6919, 0.0586
2.1938, 0.0568
2.1902, 0.0573
2.7959, 0.0583
2.0695, 0.0568
2.8314, 0.0934
2.0077, 0.0568
2.3351, 0.0637
3.0879, 0.0618
2.1822, 0.0596
2.9021, 0.0577
2.8653, 0.0609
2.2140, 0.0571
2.3719, 0.0614
2.3364, 0.0611
2.2163, 0.0573
2.0788, 0.0616
2.1983, 0.0589
2.3837, 0.0590
3.0608, 0.0577
2.1811, 0.0594
2.3406, 0.0577
2.7889, 0.0591
2.1710, 0.0574
2.0987, 0.0593
2.3452, 0.0626
3.6047, 0.0567
2.2177, 0.0765
2.6957, 0.0575
2.0577, 0.0620
2.1663, 0.0583
2.2407, 0.0591
2.1658, 0.0604
2.2922, 0.0575
2.8341, 0.0583
2.3381, 0.0583
2.0245, 0.0577
2.1241, 0.0572
2.1689, 0.0573
2.0072, 0.0586
2.2022, 0.0594
2.1908, 0.0864
2.4083, 0.0574
2.2735, 0.0573
2.1361, 0.0585
2.4188, 0.0579
2.2475, 0.0574
2.2299, 0.0708
2.1112, 0.0577
2.1695, 0.0589
2.3163, 0.0580
2.0653, 0.0591
2.2304, 0.0634
2.1496, 0.0576
2.2031, 0.0591
2.3287, 0.0588
2.1384, 0.0613
2.4169, 0.0599
2.3271, 0.0664
2.4548, 0.0611
2.4031, 0.0569
2.0531, 0.0588
2.2668, 0.1000
2.6488, 0.0571
2.1491, 0.0586
2.1483, 0.0593
2.7124, 0.0589
2.3211, 0.0648
2.2057, 0.0576
2.4179, 0.0602
2.6417, 0.0589
2.3405, 0.0580
2.1821, 0.0580
2.4700, 0.0609
2.2357, 0.0595
2.1784, 0.0580
2.3343, 0.0600
2.2195, 0.0573
2.0178, 0.0583
2.1766, 0.0611
2.3129, 0.0572
2.3598, 0.0595
2.0953, 0.0578
2.1597, 0.0598
2.2643, 0.0573
2.2002, 0.0600
2.2427, 0.0611
2.1299, 0.0595
2.7780, 0.0630
2.1934, 0.0605
2.6009, 0.0954
2.1939, 0.0573
2.0916, 0.0583
2.1135, 0.0587
2.1182, 0.0608
2.7685, 0.0617
2.2863, 0.0693
2.2510, 0.0610
2.2247, 0.0581
2.3346, 0.0629
2.2893, 0.0591
2.3309, 0.0611
2.9600, 0.0582
2.2395, 0.0591
2.6356, 0.0577
2.3050, 0.0579
2.4918, 0.0585
2.2177, 0.0572
2.2661, 0.0597
2.2919, 0.0598
2.1041, 0.0597
2.5821, 0.0583
2.5234, 0.0593
2.1497, 0.0584
2.1866, 0.0587
2.5722, 0.0587
2.3962, 0.0573
1.9990, 0.0595
2.1561, 0.0574
2.2134, 0.0586
2.2041, 0.0602
2.3290, 0.0588
2.1584, 0.0610
2.4500, 0.0591
2.6542, 0.0599
2.3330, 0.0589
2.4196, 0.0579
2.3743, 0.0578
2.4973, 0.0586
2.3344, 0.0592
2.4474, 0.0618
2.4555, 0.0586
2.6287, 0.0602
2.6869, 0.0639
2.3055, 0.0666
2.6745, 0.0650
2.4299, 0.0622
3.4989, 0.0632
3.6697, 0.0911
2.9280, 0.0635
